open,high,low,close,volume,marketCap,timestamp,crypto_name,date,percentage_change,normalized_marketCap,normalized_volume
0.0318117,0.03354469,0.03175156,0.03292482,8835535.495,222601630.1,2021-01-01 23:59:59.999000+00:00,Hedera,01-01-2021,3.499089957,0.017771292,0.00532143
3.15353536,3.87353687,3.05454162,3.66482291,81260735.81,281960682.5,2021-01-01 23:59:59.999000+00:00,Avalanche,01-01-2021,16.21315418,0.022513443,0.04894138
0.032947,0.03457117,0.03227122,0.03324095,9287951.307,224738992.5,2021-01-02 23:59:59.999000+00:00,Hedera,02-01-2021,0.892190488,0.017942045,0.005593909
4.73460276,5.16960538,4.49131952,4.84521386,1418519092,1303181237,2021-01-02 23:59:59.999000+00:00,Uniswap,02-01-2021,2.336227675,0.104097988,0.854339822
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,12517480965,2021-01-02 23:59:59.999000+00:00,Bitcoin,02-01-2021,0.697599973,1,1
1.68E-10,1.68E-10,1.28E-10,1.33E-10,77.54,,2021-01-02 23:59:59.999000+00:00,Shiba Inu,02-01-2021,-20.93575585,,4.67E-08
2.00930569,2.05612898,1.95831625,1.99869328,233029593.3,1509943743,2021-01-02 23:59:59.999000+00:00,Tezos,02-01-2021,-0.528163039,0.12061609,0.140348101
11.01522113,12.29173864,10.3892673,11.94781682,3567192.039,144242862.2,2021-01-02 23:59:59.999000+00:00,Quant,02-01-2021,8.46642731,0.011511269,0.002148434
0.03702764,0.03930913,0.0365953,0.03814079,5491259.174,23714860.45,2021-01-02 23:59:59.999000+00:00,The Sandbox,02-01-2021,3.00626775,0.001882377,0.003307253
1.00188832,1.00199059,0.99954111,1.0006002,1660368692,12517480965,2021-01-02 23:59:59.999000+00:00,Tether,02-01-2021,-0.12856922,1,1
5.1923854,5.38805079,4.81521225,4.84964539,322654455.9,970298592.5,2021-01-02 23:59:59.999000+00:00,Huobi Token,02-01-2021,-6.600819924,0.077504243,0.194326993
0.17535886,0.18425294,0.16923266,0.1774225,1408849504,5520054873,2021-01-02 23:59:59.999000+00:00,Cardano,02-01-2021,1.176809658,0.440980867,0.848516062
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,12517480965,2021-01-02 23:59:59.999000+00:00,Ethereum,02-01-2021,0.697599973,1,1
11.87341034,12.36389076,11.5202879,12.22013745,1562557417,4882061693,2021-01-02 23:59:59.999000+00:00,Chainlink,02-01-2021,2.920198158,0.390012069,0.941090629
5.70499894,5.94795831,5.59602269,5.7824647,715306866.9,672577545.3,2021-01-02 23:59:59.999000+00:00,Ethereum Classic,02-01-2021,1.35785757,0.053719531,0.430812066
5.81998389,6.28249779,5.73922964,6.19992434,23398220.37,584943998.4,2021-01-02 23:59:59.999000+00:00,FTX Token,02-01-2021,6.528204496,0.046718553,0.014092184
0.64937472,0.64981784,0.61937182,0.63142637,19299747.27,306503895.9,2021-01-02 23:59:59.999000+00:00,Terra Classic,02-01-2021,-2.763943444,0.024474182,0.011623772
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,6595864638,2021-01-02 23:59:59.999000+00:00,Bitcoin Cash,02-01-2021,0.697599973,0.526926504,1
0.05955298,0.0704946,0.05955298,0.06181843,101498915.7,1390208930,2021-01-02 23:59:59.999000+00:00,Cronos,02-01-2021,3.804091752,0.111050566,0.061130348
37.91710592,38.83625408,36.92560314,38.24159295,521965394.2,5522336922,2021-01-02 23:59:59.999000+00:00,BNB,02-01-2021,0.855780055,0.441163178,0.314367162
1.84558571,1.98929513,1.72148226,1.79927479,31671063.54,83792133.54,2021-01-02 23:59:59.999000+00:00,Solana,02-01-2021,-2.509280374,0.006681906,0.019074717
1.29207354,1.39886745,1.2220693,1.29335901,25042165.39,204909568.6,2021-01-02 23:59:59.999000+00:00,THORChain,02-01-2021,0.099488919,0.016357887,0.015082292
9.21293656,9.500402,7.95055971,8.33536294,388967454.3,500121776.4,2021-01-02 23:59:59.999000+00:00,OKB,02-01-2021,-9.525449506,0.039942169,0.234265712
0.01781203,0.01960007,0.01733072,0.01904306,17374970.16,91635684.45,2021-01-02 23:59:59.999000+00:00,Polygon,02-01-2021,6.911227973,0.007308521,0.010464525
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,2547876470,2021-01-02 23:59:59.999000+00:00,Monero,02-01-2021,0.697599973,0.203535759,1
64.9245179,68.65649236,61.74149449,65.37743131,221843920.1,1032020483,2021-01-02 23:59:59.999000+00:00,Aave,02-01-2021,0.697599973,0.082435159,0.13361124
3.66216375,3.9370071,3.29926303,3.49494033,50081957.51,268890417.6,2021-01-02 23:59:59.999000+00:00,Avalanche,02-01-2021,-4.566246389,0.021469269,0.030163155
1.35643744,1.35763425,1.35477785,1.35659045,10160155.62,1355910652,2021-01-02 23:59:59.999000+00:00,UNUS SED LEO,02-01-2021,0.011280284,0.108310502,0.006119217
0.02089524,0.02089524,0.01892763,0.01940077,60064866.5,105338982.8,2021-01-02 23:59:59.999000+00:00,Chiliz,02-01-2021,-7.152203085,0.008403267,0.03617562
0.0837697,0.0837697,0.07781856,0.07955164,16686544.61,118036600.4,2021-01-02 23:59:59.999000+00:00,Decentraland,02-01-2021,-5.035305128,0.00941767,0.010049903
1.97416,2.50839741,1.93738558,2.40035653,324942397.1,2400356533,2021-01-02 23:59:59.999000+00:00,Theta Network,02-01-2021,21.58875319,0.191750502,0.195704965
0.20512109,0.20915395,0.19967374,0.20401618,146201509.3,304510641.2,2021-01-02 23:59:59.999000+00:00,Basic Attention Token,02-01-2021,-0.538662309,0.024314942,0.088053641
1.35931987,1.42743621,1.31498981,1.40968556,14795813.39,277582620.4,2021-01-02 23:59:59.999000+00:00,NEAR Protocol,02-01-2021,3.705212519,0.022163682,0.008911161
0.13247064,0.13461765,0.12756117,0.12782007,463295709.3,2801127005,2021-01-02 23:59:59.999000+00:00,Stellar,02-01-2021,-3.510642056,0.223767755,0.279031827
1.00450078,1.0050741,0.99901544,1.0009217,588836475.9,1181921789,2021-01-02 23:59:59.999000+00:00,Dai,02-01-2021,-0.356304352,0.094410662,0.354642001
0.01908112,0.02109945,0.01854994,0.0199848,278974618,1285334118,2021-01-02 23:59:59.999000+00:00,VeChain,02-01-2021,4.73599034,0.102672195,0.168019681
5.86928188,5.88221099,5.31914022,5.41461349,599846982.4,1127305816,2021-01-02 23:59:59.999000+00:00,Cosmos,02-01-2021,-7.746576145,0.090047433,0.361273364
1.0001,1.0004,0.9997,0.9998,1660368692,1147504315,2021-01-02 23:59:59.999000+00:00,Binance USD,02-01-2021,-0.029997,0.091661076,1
2.63596558,2.71323008,2.57851264,2.62642571,1660368692,2466583923,2021-01-02 23:59:59.999000+00:00,EOS,02-01-2021,-0.361911782,0.197041358,1
0.02693398,0.02791571,0.02661393,0.02721922,980910323.9,1950520170,2021-01-02 23:59:59.999000+00:00,TRON,02-01-2021,1.059033979,0.155813411,0.59077862
8.30549192,9.76133483,7.94329035,9.20883657,1660368692,8254057307,2021-01-02 23:59:59.999000+00:00,Polkadot,02-01-2021,10.87647377,0.659398275,1
26.06772441,26.92480819,24.95087173,25.89130705,44075761.9,380607852.1,2021-01-02 23:59:59.999000+00:00,Elrond,02-01-2021,-0.676765479,0.030394291,0.026545768
0.99989587,1.0003242,0.99709741,1.00016197,1660368692,4104611883,2021-01-02 23:59:59.999000+00:00,USD Coin,02-01-2021,0.026612771,0.327902186,1
0.00568641,0.01369815,0.00558386,0.01061451,1660368692,1356280740,2021-01-02 23:59:59.999000+00:00,Dogecoin,02-01-2021,86.6645212,0.108340068,1
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,9069424356,2021-01-02 23:59:59.999000+00:00,Litecoin,02-01-2021,0.697599973,0.724537338,1
0.3986411,0.46071355,0.38509082,0.40809098,417148719.5,488214115.7,2021-01-02 23:59:59.999000+00:00,Algorand,02-01-2021,2.37052326,0.038990875,0.251238608
0.23766997,0.23838778,0.21581639,0.22165492,1660368692,10064026551,2021-01-02 23:59:59.999000+00:00,XRP,02-01-2021,-6.738356554,0.803995363,1
64.9245179,68.65649236,61.74149449,65.37743131,146756919.8,3721819349,2021-01-02 23:59:59.999000+00:00,Wrapped Bitcoin,02-01-2021,0.697599973,0.297321177,0.088388152
64.9245179,68.65649236,61.74149449,65.37743131,61864847.77,607505654.7,2021-01-02 23:59:59.999000+00:00,Maker,02-01-2021,0.697599973,0.048520987,0.037259705
0.01296402,0.0134744,0.01242437,0.01306106,13967919.27,102218631.3,2021-01-02 23:59:59.999000+00:00,Ravencoin,02-01-2021,0.748533248,0.008153985,0.008412541
22.28881481,23.13396576,21.43262737,21.80889179,243646888.5,972332102.6,2021-01-02 23:59:59.999000+00:00,Filecoin,02-01-2021,-2.153201164,0.077666699,0.146742642
4.84665447,5.61278194,4.67213651,5.44703128,1660368692,1465283748,2021-01-03 23:59:59.999000+00:00,Uniswap,03-01-2021,12.38744816,0.117048237,1
64.9245179,68.65649236,61.74149449,65.37743131,1234835529,2458046205,2021-01-03 23:59:59.999000+00:00,Monero,03-01-2021,0.697599973,0.196359286,0.743711644
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,7845655333,2021-01-03 23:59:59.999000+00:00,Bitcoin Cash,03-01-2021,0.697599973,0.626771347,1
0.22174389,0.23774116,0.21716681,0.22584819,1660368692,10254417777,2021-01-03 23:59:59.999000+00:00,XRP,03-01-2021,1.850919094,0.819205576,1
25.89503581,27.9653982,25.38848281,27.15672266,51460187.54,399355180.2,2021-01-03 23:59:59.999000+00:00,Elrond,03-01-2021,4.872311663,0.031892001,0.030993229
12.22336517,13.97709577,11.88365378,13.65017231,1660368692,5453374285,2021-01-03 23:59:59.999000+00:00,Chainlink,03-01-2021,11.67278503,0.435653805,1
0.9998,1.0002,0.9998,0.9999,1660368692,1157897749,2021-01-03 23:59:59.999000+00:00,Binance USD,03-01-2021,0.010002,0.092491399,1
1.41063249,1.57596602,1.41063249,1.47271783,39055506.54,289994369.6,2021-01-03 23:59:59.999000+00:00,NEAR Protocol,03-01-2021,4.401241318,0.023155248,0.023522189
1.35681353,1.36539688,1.35288694,1.35292794,10087326.9,1352249983,2021-01-03 23:59:59.999000+00:00,UNUS SED LEO,03-01-2021,-0.286376124,0.108018054,0.006075354
21.8179912,21.87387492,21.02900065,21.4263786,272432559.6,955278055.7,2021-01-03 23:59:59.999000+00:00,Filecoin,03-01-2021,-1.794906765,0.076304264,0.164079557
0.0332465,0.03382177,0.03168906,0.03304869,10157189.96,223439067.2,2021-01-03 23:59:59.999000+00:00,Hedera,03-01-2021,-0.594979923,0.017838195,0.00611743
0.03815152,0.04142602,0.0372368,0.04095559,6793636.168,25465023.52,2021-01-03 23:59:59.999000+00:00,The Sandbox,03-01-2021,7.349825118,0.002022196,0.004091643
9.20964777,10.45749316,8.87336163,10.03328252,1660368692,8995148461,2021-01-03 23:59:59.999000+00:00,Polkadot,03-01-2021,8.943173187,0.718603493,1
64.9245179,68.65649236,61.74149449,65.37743131,298884107.1,1097389994,2021-01-03 23:59:59.999000+00:00,Aave,03-01-2021,0.697599973,0.08765748,0.180010686
2.40155075,2.41473531,2.0664712,2.12138311,216740061.1,2121383112,2021-01-03 23:59:59.999000+00:00,Theta Network,03-01-2021,-11.66611366,0.169463524,0.130537309
0.01905264,0.02056994,0.01891,0.01997515,17908525.56,96120900.29,2021-01-03 23:59:59.999000+00:00,Polygon,03-01-2021,4.841901175,0.007666841,0.010785873
1.000167,1.00060967,0.99840517,0.99973591,1660368692,4208024428,2021-01-03 23:59:59.999000+00:00,USD Coin,03-01-2021,-0.043101802,0.336163737,1
0.01999307,0.02689449,0.01981848,0.02592107,697803739.8,1667128429,2021-01-03 23:59:59.999000+00:00,VeChain,03-01-2021,29.65027382,0.133173457,0.420270355
0.20405052,0.21949715,0.20049508,0.21646853,186119340.3,323205023.9,2021-01-03 23:59:59.999000+00:00,Basic Attention Token,03-01-2021,6.085752685,0.025808422,0.112095188
0.12784672,0.1389738,0.12453094,0.13642297,694141229,2989656211,2021-01-03 23:59:59.999000+00:00,Stellar,03-01-2021,6.708228416,0.238829212,0.418064513
5.78343064,6.67641514,5.77810754,6.55740809,1377349497,762713768.4,2021-01-03 23:59:59.999000+00:00,Ethereum Classic,03-01-2021,13.38267022,0.060920447,0.829544368
4.85196894,5.06330148,4.78858832,4.89979378,224149933.8,980332092.9,2021-01-03 23:59:59.999000+00:00,Huobi Token,03-01-2021,0.985679022,0.078305812,0.135000097
1.29354334,1.51746263,1.28852049,1.48145353,31466416.81,234709777.2,2021-01-03 23:59:59.999000+00:00,THORChain,03-01-2021,14.5267796,0.018738603,0.018951464
0.01060243,0.01386655,0.00940941,0.00977052,1660368692,1248577459,2021-01-03 23:59:59.999000+00:00,Dogecoin,03-01-2021,-7.846408795,0.099735733,1
0.17738158,0.20867883,0.17337608,0.20499536,1660368692,6377915102,2021-01-03 23:59:59.999000+00:00,Cardano,03-01-2021,15.56744505,0.509514679,1
1.9992169,2.22471156,1.95619176,2.13331385,312112832,1611874060,2021-01-03 23:59:59.999000+00:00,Tezos,03-01-2021,6.707473811,0.128759227,0.187978028
0.01308744,0.01454574,0.01276375,0.01402545,16630771.73,109864694.3,2021-01-03 23:59:59.999000+00:00,Ravencoin,03-01-2021,7.167253489,0.008764823,0.010016313
1.79990169,2.36498131,1.79990169,2.16175192,55073422.18,100672674.8,2021-01-03 23:59:59.999000+00:00,Solana,03-01-2021,20.10388856,0.008030479,0.033169393
2.62722851,2.84897161,2.58768601,2.7950519,1660368692,2625024379,2021-01-03 23:59:59.999000+00:00,EOS,03-01-2021,6.387848996,0.209699048,1
0.07953873,0.08187186,0.07623061,0.08142354,30341186.53,120814039.6,2021-01-03 23:59:59.999000+00:00,Decentraland,03-01-2021,2.369675754,0.009639558,0.018273765
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,10610100157,2021-01-03 23:59:59.999000+00:00,Litecoin,03-01-2021,0.697599973,0.847620775,1
3.49429184,3.82608998,3.39684201,3.47294394,36997984.54,267198080.2,2021-01-03 23:59:59.999000+00:00,Avalanche,03-01-2021,-0.610936378,0.021334069,0.022282993
0.63159117,0.68043934,0.62787836,0.66189457,32764781.09,321266937.3,2021-01-03 23:59:59.999000+00:00,Terra Classic,03-01-2021,4.797945481,0.02565359,0.019733437
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,12517480965,2021-01-03 23:59:59.999000+00:00,Bitcoin,03-01-2021,0.697599973,1,1
0.01939445,0.02098821,0.01840578,0.01953294,65270056.98,106056605.4,2021-01-03 23:59:59.999000+00:00,Chiliz,03-01-2021,0.714070262,0.008460598,0.03931058
0.02722564,0.03002305,0.02660578,0.02949452,1496675629,2113567007,2021-01-03 23:59:59.999000+00:00,TRON,03-01-2021,8.333614931,0.168839101,0.901411618
6.20113267,7.00752345,6.171834,6.92396831,31046652.87,653255343.6,2021-01-03 23:59:59.999000+00:00,FTX Token,03-01-2021,11.65650984,0.052175895,0.01869865
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,12517480965,2021-01-03 23:59:59.999000+00:00,Ethereum,03-01-2021,0.697599973,1,1
1.19E-10,1.70E-10,1.19E-10,1.68E-10,1.92,,2021-01-03 23:59:59.999000+00:00,Shiba Inu,03-01-2021,40.84896182,,1.15E-09
64.9245179,68.65649236,61.74149449,65.37743131,110201825.3,676648940.7,2021-01-03 23:59:59.999000+00:00,Maker,03-01-2021,0.697599973,0.054044792,0.0663719
38.25372654,41.60632294,37.81810482,41.14898038,758008613.2,5942182741,2021-01-03 23:59:59.999000+00:00,BNB,03-01-2021,7.568553712,0.474704346,0.456530298
1.00095403,1.00218018,1.0000334,1.0013983,537297796,1225566701,2021-01-03 23:59:59.999000+00:00,Dai,03-01-2021,0.044384656,0.097897421,0.323601498
8.32767373,8.41574462,7.48365919,7.55177112,385009075.6,453106267,2021-01-03 23:59:59.999000+00:00,OKB,03-01-2021,-9.317159091,0.036186135,0.231881676
64.9245179,68.65649236,61.74149449,65.37743131,317864544.1,3819401683,2021-01-03 23:59:59.999000+00:00,Wrapped Bitcoin,03-01-2021,0.697599973,0.305116956,0.191442145
11.95336642,12.52769106,10.78620341,10.81651087,2929901.216,130584901.8,2021-01-03 23:59:59.999000+00:00,Quant,03-01-2021,-9.510756301,0.010420145,0.001764609
1.00042664,1.00190156,0.99916854,1.00051411,1660368692,12517480965,2021-01-03 23:59:59.999000+00:00,Tether,03-01-2021,0.00874327,1,1
5.41630121,5.90064472,5.30171252,5.81389797,525732595.9,1210730092,2021-01-03 23:59:59.999000+00:00,Cosmos,03-01-2021,7.340743149,0.096712136,0.316636057
0.06177998,0.0618536,0.05858089,0.05976299,64754574.33,1344967496,2021-01-03 23:59:59.999000+00:00,Cronos,03-01-2021,-3.264795489,0.107436261,0.039000118
0.40799124,0.43437619,0.3991095,0.42276677,263098397.6,506613483.2,2021-01-03 23:59:59.999000+00:00,Algorand,03-01-2021,3.621531188,0.040460787,0.158457817
6.56537899,7.59837847,6.29831059,7.0147879,1660368692,815913122.3,2021-01-04 23:59:59.999000+00:00,Ethereum Classic,04-01-2021,6.84513279,0.065170503,1
64.9245179,68.65649236,61.74149449,65.37743131,94378306.77,680418713.2,2021-01-04 23:59:59.999000+00:00,Maker,04-01-2021,0.697599973,0.054345956,0.056841777
1.48467857,1.59022548,1.31148961,1.59022548,41093946.38,251942743.9,2021-01-04 23:59:59.999000+00:00,THORChain,04-01-2021,7.109074795,0.020115332,0.024749892
64.9245179,68.65649236,61.74149449,65.37743131,1098283687,2378729311,2021-01-04 23:59:59.999000+00:00,Monero,04-01-2021,0.697599973,0.190022719,0.661469764
0.22603832,0.25647683,0.21972166,0.23667712,1660368692,10746094508,2021-01-04 23:59:59.999000+00:00,XRP,04-01-2021,4.706635583,0.858485262,1
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,7587978845,2021-01-04 23:59:59.999000+00:00,Bitcoin Cash,04-01-2021,0.697599973,0.606185765,1
21.43406572,22.92303138,21.01149008,21.46740825,312309245,957107330.4,2021-01-04 23:59:59.999000+00:00,Filecoin,04-01-2021,0.155558588,0.076450403,0.188096323
41.19828184,43.13212208,38.14398195,40.92635471,807877170.7,5910034134,2021-01-04 23:59:59.999000+00:00,BNB,04-01-2021,-0.660044832,0.472136018,0.486564927
0.66184566,0.72174894,0.63846076,0.67024376,51922005.06,325266066.4,2021-01-04 23:59:59.999000+00:00,Terra Classic,04-01-2021,1.268890998,0.025973077,0.031271371
0.0097845,0.01142102,0.00787753,0.00976719,1372398979,1248286672,2021-01-04 23:59:59.999000+00:00,Dogecoin,04-01-2021,-0.176912464,0.099712503,0.82656279
0.42407663,0.45952156,0.37007647,0.43866586,257108477.7,526536585.9,2021-01-04 23:59:59.999000+00:00,Algorand,04-01-2021,3.440234375,0.042052428,0.154850232
64.9245179,68.65649236,61.74149449,65.37743131,1660368692,12517480965,2021-01-04 23:59:59.999000+00:00,Bitcoin,04-01-2021,0.697599973,1,1
2.12634202,2.26101543,1.78248942,1.96026402,218310001.9,1960264023,2021-01-04 23:59:59.999000+00:00,Theta Network,04-01-2021,-7.810502658,0.15659184,0.131482847
5.81733869,6.26262515,5.36568558,5.99676998,627610837.1,1249114394,2021-01-04 23:59:59.999000+00:00,Cosmos,04-01-2021,3.084422269,0.099778629,0.377994863
0.05980545,0.07163558,0.05882953,0.06543096,125552236,1473600719,2021-01-04 23:59:59.999000+00:00,Cronos,04-01-2021,9.40635009,0.117712673,0.075617082
0.01400515,0.01438519,0.01277549,0.01362054,11092097.66,106790520.8,2021-01-04 23:59:59.999000+00:00,Ravencoin,04-01-2021,-2.746204075,0.008519229,0.006680503
10.06204809,10.50556452,8.77720999,9.46961118,1660368692,8492158903,2021-01-04 23:59:59.999000+00:00,Polkadot,04-01-2021,-5.887836201,0.678420033,1
